"customer_key","customer_number","customer_name","age_group","cust_segmentation","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","time_spam","avg_order_value","avg_monthly_value"
5529,"AW00016528","Dominique Garcia","40-49","Regular","2013-06-21",142,2,4698.0,2.0,2,28,2349.0,167.79
5530,"AW00016529","Jonathon Gutierrez","40-49","Regular","2013-06-18",142,2,4752.0,3.0,3,29,2376.0,163.86
5531,"AW00016530","Priscilla Chander","60 & Above","Regular","2013-12-01",137,2,3001.0,3.0,3,19,1500.5,157.95
5532,"AW00016531","Lacey Gao","60 & Above","Regular","2013-12-10",136,2,3291.0,6.0,6,19,1645.5,173.21
5533,"AW00016532","Tommy Sharma","40-49","New","2013-09-21",139,2,4921.0,3.0,3,8,2460.5,615.13
5534,"AW00016533","Kristen Cai","50-59","New","2013-09-24",139,2,4703.0,5.0,4,9,2351.5,522.56
5535,"AW00016534","Claudia Holt","50-59","Regular","2013-10-22",138,2,4821.0,5.0,5,15,2410.5,321.4
5536,"AW00016535","Colin Chen","50-59","New","2013-06-03",143,1,38.0,3.0,3,0,38.0,38.0
5537,"AW00016536","Meghan Jimenez","50-59","New","2013-05-31",143,1,27.0,2.0,2,0,27.0,27.0
5538,"AW00016537","Arthur Dominguez","50-59","New","2013-05-26",143,1,25.0,1.0,1,0,25.0,25.0
5539,"AW00016538","Stacey Liang","50-59","Regular","2013-10-07",138,2,4660.0,3.0,3,15,2330.0,310.67
5540,"AW00016539","Christy Li","50-59","New","2013-02-06",146,1,84.0,3.0,3,0,84.0,84.0
5541,"AW00016540","Theodore Browning","50-59","Regular","2013-11-22",137,2,4697.0,5.0,5,16,2348.5,293.56
5542,"AW00016541","Micah Hu","50-59","Regular","2013-12-10",136,2,3028.0,4.0,4,19,1514.0,159.37
5543,"AW00016542","Jésus Ortega","50-59","New","2013-12-26",136,2,45.0,3.0,3,5,22.5,9.0
5544,"AW00016543","Jenny McDonald","40-49","New","2013-09-08",139,2,54.0,4.0,4,1,27.0,54.0
5545,"AW00016544","Eduardo Morgan","50-59","New","2013-08-01",141,1,29.0,2.0,2,0,29.0,29.0
5546,"AW00016545","Alicia Pal","60 & Above","New","2013-10-12",138,1,31.0,3.0,3,0,31.0,31.0
5547,"AW00016546","Terrance Jordan","60 & Above","Regular","2013-12-13",136,2,3037.0,4.0,4,20,1518.5,151.85
5548,"AW00016547","Jake Yang","50-59","New","2013-10-01",139,2,4900.0,4.0,4,9,2450.0,544.44
5549,"AW00016548","Darren Rubio","50-59","New","2013-11-20",137,2,4625.0,2.0,2,11,2312.5,420.45
5550,"AW00016549","Linda Moreno","60 & Above","Regular","2013-11-02",138,2,4930.0,4.0,4,15,2465.0,328.67
5551,"AW00016550","Frederick Madan","50-59","Regular","2013-12-14",136,2,3001.0,3.0,3,20,1500.5,150.05
5552,"AW00016551","Christy Shan","40-49","New","2013-11-25",137,2,5032.0,7.0,7,11,2516.0,457.45
5553,"AW00016552","Joe Sanchez","60 & Above","Regular","2013-11-16",137,2,4987.0,5.0,5,16,2493.5,311.69
5554,"AW00016553","Gabriella Roberts","60 & Above","Regular","2013-05-30",143,2,3001.0,3.0,3,13,1500.5,230.85
5555,"AW00016554","Casey Chander","60 & Above","Regular","2013-12-15",136,2,2990.0,5.0,5,19,1495.0,157.37
5556,"AW00016555","Mathew Vazquez","40-49","New","2013-09-19",139,1,31.0,3.0,3,0,31.0,31.0
5557,"AW00016556","Angelica Butler","40-49","New","2013-06-21",142,1,87.0,4.0,4,0,87.0,87.0
5558,"AW00016557","Derek Chander","40-49","New","2013-03-26",145,1,31.0,3.0,3,0,31.0,31.0
5559,"AW00016558","Preston Sara","40-49","New","2013-03-24",145,1,25.0,1.0,1,0,25.0,25.0
5560,"AW00016559","Candace Martinez","50-59","New","2013-12-23",136,2,4706.0,6.0,6,11,2353.0,427.82
5561,"AW00016560","Kelvin Sun","40-49","Regular","2013-12-24",136,2,4634.0,3.0,3,12,2317.0,386.17
5562,"AW00016561","Kurt Yuan","40-49","Regular","2013-12-21",136,2,3030.0,4.0,4,19,1515.0,159.47
5563,"AW00016562","Colleen Zhang","40-49","Regular","2013-06-24",142,2,3001.0,3.0,3,14,1500.5,214.36
5564,"AW00016563","Mackenzie Baker","60 & Above","New","2013-07-08",141,2,63.0,5.0,5,4,31.5,15.75
5565,"AW00016564","Susan Wu","50-59","New","2013-08-25",140,2,132.0,4.0,4,3,66.0,44.0
5566,"AW00016565","Corey Anand","50-59","VIP","2013-11-05",137,3,7203.0,8.0,8,15,2401.0,480.2
5567,"AW00016566","Ashlee Shen","40-49","New","2013-11-28",137,3,5807.0,7.0,7,11,1935.67,527.91
5568,"AW00016567","Erick Lopez","50-59","VIP","2013-11-04",137,3,7159.0,5.0,5,15,2386.33,477.27
5569,"AW00016568","Caroline Coleman","60 & Above","New","2013-02-11",146,1,70.0,3.0,3,0,70.0,70.0
5570,"AW00016569","Colleen Li","60 & Above","New","2013-01-05",147,2,3937.0,3.0,3,0,1968.5,3937.0
5571,"AW00016570","Julie She","50-59","New","2013-01-18",147,2,4219.0,4.0,4,1,2109.5,4219.0
5572,"AW00016571","Audrey Torres","60 & Above","New","2013-12-14",136,2,53.0,4.0,4,6,26.5,8.83
5573,"AW00016572","Jon Xu","40-49","Regular","2013-12-16",136,2,4886.0,2.0,2,16,2443.0,305.38
5574,"AW00016573","Ruben Dominguez","50-59","Regular","2013-12-17",136,2,3001.0,3.0,3,19,1500.5,157.95
5575,"AW00016574","Joe Gomez","40-49","New","2013-11-26",137,2,45.0,3.0,3,8,22.5,5.63
5576,"AW00016575","Veronica Vance","60 & Above","VIP","2013-09-02",140,3,6995.0,8.0,8,16,2331.67,437.19
5577,"AW00016576","Corey Beck","60 & Above","New","2014-01-06",135,1,149.0,5.0,5,0,149.0,149.0
5578,"AW00016577","Leah Chen","60 & Above","New","2013-08-02",141,1,75.0,3.0,3,0,75.0,75.0
5579,"AW00016578","Stefanie Weber","60 & Above","New","2013-11-05",137,1,75.0,3.0,3,0,75.0,75.0
5580,"AW00016579","Zachary Davis","60 & Above","New","2013-11-04",137,2,98.0,5.0,5,3,49.0,32.67
5581,"AW00016580","Dawn Chen","60 & Above","New","2013-08-04",140,3,5429.0,9.0,9,7,1809.67,775.57
5582,"AW00016581","Kenneth Becker","50-59","New","2013-10-25",138,1,50.0,4.0,4,0,50.0,50.0
5583,"AW00016582","Frank Torres","50-59","New","2013-02-22",146,1,35.0,1.0,1,0,35.0,35.0
5584,"AW00016583","Justin Martinez","60 & Above","New","2014-01-08",135,1,42.0,3.0,3,0,42.0,42.0
5585,"AW00016584","Devin Gray","60 & Above","New","2013-07-13",141,2,173.0,5.0,5,5,86.5,34.6
5586,"AW00016585","Vincent Sun","60 & Above","VIP","2013-09-21",139,3,7192.0,5.0,5,17,2397.33,423.06
5587,"AW00016586","Leonard Chander","50-59","New","2013-07-25",141,1,70.0,2.0,2,0,70.0,70.0
5588,"AW00016587","Zachary Martinez","60 & Above","VIP","2013-08-27",140,3,7064.0,10.0,10,13,2354.67,543.38
5589,"AW00016588","Andre Martinez","60 & Above","VIP","2013-09-05",139,3,6995.0,8.0,8,16,2331.67,437.19
5590,"AW00016589","Martin Suri","60 & Above","VIP","2013-09-17",139,3,7343.0,6.0,6,15,2447.67,489.53
5591,"AW00016590","Shawn Deng","60 & Above","New","2013-08-17",140,2,169.0,5.0,5,2,84.5,84.5
5592,"AW00016591","Clarence He","50-59","New","2013-11-05",137,2,138.0,4.0,4,4,69.0,34.5
5593,"AW00016592","Jacquelyn Gomez","60 & Above","New","2013-03-14",145,1,75.0,3.0,3,0,75.0,75.0
5594,"AW00016593","Suzanne He","60 & Above","New","2013-05-19",143,2,101.0,4.0,4,3,50.5,33.67
5595,"AW00016594","Andrew Jones","60 & Above","VIP","2013-09-02",140,3,7231.0,7.0,7,15,2410.33,482.07
5596,"AW00016595","Cameron Anderson","60 & Above","VIP","2013-09-07",139,3,6901.0,7.0,7,15,2300.33,460.07
5597,"AW00016596","Gabrielle Carter","60 & Above","New","2013-08-20",140,2,4487.0,3.0,3,8,2243.5,560.88
5598,"AW00016597","Kelli Xu","60 & Above","New","2013-03-02",146,1,104.0,3.0,3,0,104.0,104.0
5599,"AW00016598","Kate Rai","60 & Above","VIP","2013-09-26",139,3,7131.0,4.0,4,16,2377.0,445.69
5600,"AW00016599","Ramón Cai","60 & Above","New","2013-12-19",136,2,149.0,4.0,4,6,74.5,24.83
5601,"AW00016600","Janet Suarez","60 & Above","New","2013-05-16",143,1,125.0,4.0,4,0,125.0,125.0
5602,"AW00016601","Tabitha Rana","60 & Above","New","2013-11-16",137,2,86.0,4.0,4,6,43.0,14.33
5603,"AW00016602","Jill Travers","60 & Above","New","2013-09-03",140,2,77.0,3.0,3,0,38.5,77.0
5604,"AW00016603","Scott Seely","60 & Above","VIP","2013-08-12",140,3,7001.0,9.0,9,13,2333.67,538.54
5605,"AW00016604","Roy Serrano","60 & Above","New","2013-10-25",138,1,57.0,2.0,2,0,57.0,57.0
5606,"AW00016605","Toni Randall","40-49","New","2013-12-23",136,2,66.0,4.0,4,9,33.0,7.33
5607,"AW00016606","Ricky Blanco","40-49","New","2013-08-16",140,2,67.0,4.0,3,0,33.5,67.0
5608,"AW00016607","Logan Gonzales","40-49","VIP","2013-12-07",136,2,5897.0,4.0,4,35,2948.5,168.49
5609,"AW00016608","Ricky Martin","40-49","New","2013-11-22",137,2,102.0,4.0,4,9,51.0,11.33
5610,"AW00016609","Gary Jimenez","30-39","New","2013-04-03",145,2,345.0,9.0,9,2,172.5,172.5
5611,"AW00016610","Sydney Clark","40-49","New","2013-04-06",144,2,68.0,3.0,3,0,34.0,68.0
5612,"AW00016611","Dylan Rodriguez","40-49","New","2013-11-28",137,2,76.0,4.0,4,9,38.0,8.44
5613,"AW00016612","Ebony Ashe","40-49","VIP","2013-12-27",136,2,5898.0,2.0,2,35,2949.0,168.51
5614,"AW00016613","Cassie Sutton","40-49","New","2013-08-20",140,2,129.0,6.0,6,4,64.5,32.25
5615,"AW00016614","Alison Shen","40-49","New","2013-11-17",137,2,71.0,5.0,4,2,35.5,35.5
5616,"AW00016615","Kaitlin Patel","40-49","New","2013-06-29",142,2,96.0,6.0,6,2,48.0,48.0
5617,"AW00016616","Kelvin Liang","30-39","VIP","2013-12-05",136,2,5915.0,5.0,5,34,2957.5,173.97
5618,"AW00016617","Alvin Xie","40-49","New","2013-09-14",139,2,161.0,6.0,6,7,80.5,23.0
5619,"AW00016618","Cassandra Subram","40-49","New","2013-12-01",137,2,76.0,6.0,5,3,38.0,25.33
5620,"AW00016619","Whitney Perez","40-49","New","2013-07-21",141,2,98.0,3.0,3,4,49.0,24.5
5621,"AW00016620","Cameron Thompson","40-49","VIP","2013-12-03",137,2,5895.0,3.0,3,34,2947.5,173.38
5622,"AW00016621","Birgit Seidel","40-49","New","2013-09-12",139,2,74.0,5.0,5,0,37.0,74.0
5623,"AW00016622","Byron Navarro","40-49","New","2014-01-24",135,2,107.0,5.0,5,5,53.5,21.4
5624,"AW00016623","Andres Lal","40-49","VIP","2013-12-08",136,2,5973.0,5.0,5,34,2986.5,175.68
5625,"AW00016624","Albert Alvarez","40-49","VIP","2013-12-23",136,2,5938.0,4.0,4,35,2969.0,169.66
5626,"AW00016625","Grant Deng","40-49","New","2013-07-03",142,2,82.0,6.0,6,2,41.0,41.0
5627,"AW00016626","Nathaniel Morgan","40-49","New","2013-05-20",143,2,72.0,4.0,4,2,36.0,36.0
5628,"AW00016627","Claudia Chen","40-49","New","2013-06-29",142,2,65.0,3.0,3,4,32.5,16.25
5629,"AW00016628","Francisco Prasad","40-49","New","2013-12-22",136,2,188.0,4.0,4,3,94.0,62.67
5630,"AW00016629","Rosa Zheng","40-49","VIP","2013-12-10",136,2,5933.0,3.0,3,35,2966.5,169.51
5631,"AW00016630","Jaime Sutton","40-49","VIP","2013-12-05",136,2,5973.0,5.0,5,34,2986.5,175.68
5632,"AW00016631","Haley Ward","40-49","VIP","2013-12-22",136,2,5900.0,3.0,3,35,2950.0,168.57
5633,"AW00016632","Ruben Romero","40-49","New","2013-10-14",138,2,69.0,4.0,4,2,34.5,34.5
5634,"AW00016633","Kelli Becker","40-49","New","2014-01-05",135,2,102.0,4.0,4,5,51.0,20.4
5635,"AW00016634","Jenny Hu","40-49","New","2013-10-22",138,2,107.0,5.0,5,1,53.5,107.0
5636,"AW00016635","Erick Suri","40-49","New","2014-01-21",135,2,161.0,8.0,8,9,80.5,17.89
5637,"AW00016636","Danny Gomez","40-49","VIP","2013-12-10",136,2,5932.0,4.0,4,34,2966.0,174.47
5638,"AW00016637","Evan King","40-49","VIP","2013-12-09",136,2,5900.0,3.0,3,33,2950.0,178.79
5639,"AW00016638","Dennis Ye","40-49","VIP","2013-12-14",136,2,5974.0,4.0,4,34,2987.0,175.71
5640,"AW00016639","Renee Romero","40-49","VIP","2013-12-19",136,2,5908.0,3.0,3,34,2954.0,173.76
5641,"AW00016640","Colin Lal","40-49","New","2014-01-27",135,2,103.0,4.0,4,9,51.5,11.44
5642,"AW00016641","Julia Bailey","60 & Above","New","2013-10-26",138,1,2391.0,6.0,6,0,2391.0,2391.0
5643,"AW00016642","Mason Mitchell","60 & Above","New","2013-11-26",137,1,40.0,2.0,2,0,40.0,40.0
5644,"AW00016643","Fernando Wilson","60 & Above","New","2013-05-13",143,2,127.0,3.0,3,1,63.5,127.0
5645,"AW00016644","Leonard Goel","60 & Above","New","2013-07-27",141,1,5.0,1.0,1,0,5.0,5.0
5646,"AW00016645","Chelsea Subram","60 & Above","New","2013-10-10",138,1,2357.0,3.0,3,0,2357.0,2357.0
5647,"AW00016646","Xavier Collins","60 & Above","New","2013-12-23",136,2,251.0,8.0,8,1,125.5,251.0
5648,"AW00016647","Anna Alexander","60 & Above","New","2013-09-18",139,1,55.0,2.0,2,0,55.0,55.0
5649,"AW00016648","Rachel Coleman","60 & Above","New","2013-12-10",136,1,7.0,2.0,2,0,7.0,7.0
5650,"AW00016649","Makayla Stewart","60 & Above","New","2013-12-23",136,2,116.0,5.0,5,2,58.0,58.0
5651,"AW00016650","Kaitlyn Green","60 & Above","New","2013-11-06",137,1,5.0,1.0,1,0,5.0,5.0
5652,"AW00016651","Abigail Martinez","60 & Above","New","2013-11-23",137,1,14.0,2.0,2,0,14.0,14.0
5653,"AW00016652","Nicole Richardson","40-49","New","2013-07-24",141,1,49.0,3.0,3,0,49.0,49.0
5654,"AW00016653","Isabella Phillips","40-49","New","2013-10-09",138,1,2412.0,5.0,5,0,2412.0,2412.0
5655,"AW00016654","Heather Zhang","40-49","New","2013-08-07",140,2,3056.0,4.0,4,5,1528.0,611.2
5656,"AW00016655","Destiny Taylor","40-49","New","2013-09-13",139,1,40.0,2.0,2,0,40.0,40.0
5657,"AW00016656","Ronnie Zhang","60 & Above","VIP","2013-12-18",136,2,5930.0,4.0,4,33,2965.0,179.7
5658,"AW00016657","Alvin She","60 & Above","VIP","2013-12-06",136,2,5900.0,3.0,3,33,2950.0,178.79
5659,"AW00016658","Ashlee Raje","60 & Above","VIP","2013-12-14",136,2,5873.0,2.0,2,34,2936.5,172.74
5660,"AW00016659","Emily Jones","60 & Above","VIP","2013-12-09",136,2,5873.0,2.0,2,34,2936.5,172.74
5661,"AW00016660","Lee Blanco","60 & Above","VIP","2013-12-12",136,2,5898.0,2.0,2,34,2949.0,173.47
5662,"AW00016661","Shane Raman","60 & Above","VIP","2013-12-09",136,2,5908.0,3.0,3,34,2954.0,173.76
5663,"AW00016662","Stacey Gao","60 & Above","Regular","2013-01-17",147,2,4355.0,3.0,3,23,2177.5,189.35
5664,"AW00016663","Rosa Lu","60 & Above","Regular","2013-02-12",146,2,4471.0,4.0,4,23,2235.5,194.39
5665,"AW00016664","Sophia Nelson","60 & Above","Regular","2013-01-30",147,2,4377.0,3.0,3,23,2188.5,190.3
5666,"AW00016665","Linda Suarez","60 & Above","New","2013-10-30",138,2,82.0,6.0,6,1,41.0,82.0
5667,"AW00016666","Taylor Torres","40-49","New","2013-07-26",141,2,205.0,5.0,5,5,102.5,41.0
5668,"AW00016667","Allison Sanchez","40-49","New","2014-01-21",135,4,65.0,6.0,5,7,16.25,9.29
5669,"AW00016668","Levi Malhotra","40-49","New","2013-04-21",144,1,608.0,4.0,4,0,608.0,608.0
5670,"AW00016669","Benjamin Martinez","40-49","New","2013-11-02",138,1,5.0,1.0,1,0,5.0,5.0
5671,"AW00016670","Sarah White","40-49","New","2013-05-23",143,1,2478.0,2.0,2,0,2478.0,2478.0
5672,"AW00016671","Megan Wood","40-49","New","2013-12-13",136,1,5.0,1.0,1,0,5.0,5.0
5673,"AW00016672","Nicole Martinez","40-49","New","2013-06-18",142,1,7.0,2.0,2,0,7.0,7.0
5674,"AW00016673","Curtis Guo","40-49","New","2013-06-29",142,1,2466.0,4.0,4,0,2466.0,2466.0
5675,"AW00016674","Ricardo Yuan","50-59","New","2013-08-29",140,2,76.0,6.0,5,4,38.0,19.0
5676,"AW00016675","Kristi Arthur","50-59","Regular","2013-02-16",146,2,4384.0,5.0,5,24,2192.0,182.67
5677,"AW00016676","Amanda Perry","40-49","New","2013-09-19",139,1,14.0,2.0,2,0,14.0,14.0
5678,"AW00016677","Jack Hughes","40-49","New","2013-07-31",141,1,14.0,2.0,2,0,14.0,14.0
5679,"AW00016678","Ian Ramirez","60 & Above","New","2013-08-26",140,2,3162.0,6.0,6,5,1581.0,632.4
5680,"AW00016679","Amber Carter","40-49","New","2013-03-31",145,2,107.0,5.0,5,1,53.5,107.0
5681,"AW00016680","Carlos Edwards","50-59","New","2013-10-17",138,2,105.0,5.0,5,2,52.5,52.5
5682,"AW00016681","Louis Chande","50-59","New","2013-07-09",141,2,69.0,4.0,4,0,34.5,69.0
5683,"AW00016682","Kristy Ramos","50-59","New","2013-11-09",137,2,67.0,3.0,3,4,33.5,16.75
5684,"AW00016683","Christy Rai","50-59","New","2013-08-03",141,2,70.0,4.0,4,2,35.0,35.0
5685,"AW00016684","Joel Perez","50-59","Regular","2013-12-01",137,2,4158.0,4.0,4,33,2079.0,126.0
5686,"AW00016685","Robin Dominguez","50-59","Regular","2013-12-10",136,2,4183.0,5.0,5,34,2091.5,123.03
5687,"AW00016686","Kristine Alonso","50-59","Regular","2013-12-24",136,2,4157.0,5.0,5,34,2078.5,122.26
5688,"AW00016687","Lawrence Romero","50-59","VIP","2013-01-16",147,2,6026.0,5.0,5,23,3013.0,262.0
5689,"AW00016688","Tabitha Gomez","50-59","VIP","2012-12-29",148,2,6080.0,4.0,4,22,3040.0,276.36
5690,"AW00016689","Rafael Shen","50-59","New","2013-08-20",140,2,291.0,6.0,5,0,145.5,291.0
5691,"AW00016690","Aimee Wu","50-59","New","2013-10-01",139,2,166.0,5.0,5,0,83.0,166.0
5692,"AW00016691","Paula Romero","50-59","Regular","2013-03-13",145,2,4471.0,4.0,4,24,2235.5,186.29
5693,"AW00016692","Jay Diaz","40-49","New","2013-08-16",140,2,31.0,3.0,3,4,15.5,7.75
5694,"AW00016693","Ethan Coleman","50-59","VIP","2013-01-03",148,2,6060.0,5.0,5,22,3030.0,275.45
5695,"AW00016694","Mandy Sun","50-59","New","2013-09-27",139,2,78.0,6.0,5,7,39.0,11.14
5696,"AW00016695","Dwayne Serrano","60 & Above","New","2013-10-30",138,2,76.0,6.0,5,1,38.0,76.0
5697,"AW00016696","Claudia Zeng","50-59","Regular","2013-03-07",145,2,4506.0,3.0,3,25,2253.0,180.24
5698,"AW00016697","Wyatt Henderson","50-59","New","2013-10-05",138,2,87.0,3.0,3,7,43.5,12.43
5699,"AW00016698","Mallory Gill","40-49","New","2014-01-10",135,2,230.0,6.0,5,7,115.0,32.86
5700,"AW00016699","Dominic Kapoor","60 & Above","New","2013-09-27",139,2,68.0,3.0,3,4,34.0,17.0
5701,"AW00016700","Billy Gill","50-59","New","2013-06-25",142,2,93.0,3.0,3,0,46.5,93.0
5702,"AW00016701","Laura Zheng","40-49","Regular","2013-03-20",145,2,4426.0,4.0,4,25,2213.0,177.04
5703,"AW00016702","Patricia Raman","50-59","VIP","2013-01-05",147,2,6021.0,2.0,2,22,3010.5,273.68
5704,"AW00016703","Denise Sanchez","50-59","VIP","2013-02-03",147,2,6090.0,5.0,5,23,3045.0,264.78
5705,"AW00016704","Karla Chavez","50-59","New","2013-07-12",141,2,91.0,4.0,4,0,45.5,91.0
5706,"AW00016705","Jacqueline Wood","60 & Above","New","2013-11-10",137,2,98.0,4.0,4,3,49.0,32.67
5707,"AW00016706","Jenny Shan","60 & Above","New","2013-09-30",139,2,93.0,3.0,3,0,46.5,93.0
5708,"AW00016707","Derrick Serrano","60 & Above","Regular","2013-04-06",144,2,4377.0,3.0,3,25,2188.5,175.08
5709,"AW00016708","Kellie Sanz","50-59","Regular","2013-04-25",144,2,4406.0,4.0,4,26,2203.0,169.46
5710,"AW00016709","Roy Alvarez","60 & Above","New","2013-07-25",141,2,144.0,5.0,5,0,72.0,144.0
5711,"AW00016710","Carla Arthur","50-59","New","2013-12-27",136,2,91.0,4.0,4,5,45.5,18.2
5712,"AW00016711","Jorge Zhao","50-59","New","2013-07-12",141,2,133.0,5.0,5,4,66.5,33.25
5713,"AW00016712","Suzanne Lu","60 & Above","Regular","2013-04-15",144,2,4417.0,3.0,3,26,2208.5,169.88
5714,"AW00016713","Tony Nara","60 & Above","VIP","2013-02-08",146,2,6090.0,5.0,5,23,3045.0,264.78
5715,"AW00016714","Dalton Nicholls","40-49","New","2013-08-04",140,1,64.0,3.0,3,0,64.0,64.0
5716,"AW00016715","Katelyn Ramirez","40-49","New","2013-08-24",140,1,7.0,2.0,2,0,7.0,7.0
5717,"AW00016716","Jose Henderson","40-49","New","2013-04-08",144,1,28.0,4.0,4,0,28.0,28.0
5718,"AW00016717","Masaki Umeda","40-49","New","2013-09-17",139,3,234.0,10.0,10,5,78.0,46.8
5719,"AW00016718","Gavin Stone","40-49","New","2013-11-18",137,1,14.0,2.0,2,0,14.0,14.0
5720,"AW00016719","Trevor Russell","40-49","New","2013-10-19",138,1,40.0,2.0,2,0,40.0,40.0
5721,"AW00016720","Morgan Perry","30-39","New","2013-07-01",142,1,40.0,2.0,2,0,40.0,40.0
5722,"AW00016721","Xavier Sanders","30-39","New","2014-01-22",135,3,180.0,8.0,7,9,60.0,20.0
5723,"AW00016722","Sean Gray","30-39","New","2013-11-28",137,1,5.0,1.0,1,0,5.0,5.0
5724,"AW00016723","Barbara Zhao","30-39","New","2014-01-21",135,1,7.0,2.0,2,0,7.0,7.0
5725,"AW00016724","Gabriel Yang","30-39","New","2013-11-02",138,1,40.0,2.0,2,0,40.0,40.0
5726,"AW00016725","Jacob Williams","30-39","New","2013-12-09",136,1,14.0,2.0,2,0,14.0,14.0
5727,"AW00016726","Miguel Wood","40-49","New","2013-12-26",136,1,7.0,2.0,2,0,7.0,7.0
5728,"AW00016727","Charles Johnston","30-39","New","2013-05-31",143,1,2451.0,2.0,2,0,2451.0,2451.0
5729,"AW00016728","Cole Morris","30-39","New","2013-06-09",142,1,2443.0,1.0,1,0,2443.0,2443.0
5730,"AW00016729","Tommy Nara","60 & Above","New","2013-10-15",138,2,39.0,3.0,3,1,19.5,39.0
5731,"AW00016730","Mariah Long","60 & Above","New","2014-01-21",135,2,141.0,5.0,5,1,70.5,141.0
5732,"AW00016731","Nicole White","40-49","New","2013-11-14",137,3,155.0,8.0,8,8,51.67,19.38
5733,"AW00016732","Natalie Flores","40-49","New","2013-07-19",141,1,2451.0,2.0,2,0,2451.0,2451.0
5734,"AW00016733","Douglas Srini","60 & Above","New","2013-08-06",140,2,35.0,4.0,3,0,17.5,35.0
5735,"AW00016734","Emma Martinez","60 & Above","New","2013-06-11",142,2,129.0,3.0,3,1,64.5,129.0
5736,"AW00016735","Melissa Hayes","40-49","New","2013-08-21",140,1,59.0,2.0,2,0,59.0,59.0
5737,"AW00016736","Kelly Alexander","40-49","New","2013-06-15",142,1,60.0,2.0,2,0,60.0,60.0
5738,"AW00016737","Steven Selikoff","40-49","New","2013-09-17",139,1,5.0,1.0,1,0,5.0,5.0
5739,"AW00016738","Ramon Lu","60 & Above","New","2013-05-20",143,2,45.0,4.0,4,2,22.5,22.5
5740,"AW00016739","Cory Weber","60 & Above","New","2013-10-26",138,2,81.0,4.0,4,7,40.5,11.57
5741,"AW00016740","Elijah Li","60 & Above","VIP","2013-02-14",146,2,6099.0,5.0,5,24,3049.5,254.13
5742,"AW00016741","Alan Xu","60 & Above","VIP","2013-03-20",145,2,6056.0,3.0,3,25,3028.0,242.24
5743,"AW00016742","Mitchell Pal","60 & Above","VIP","2013-03-14",145,2,6044.0,5.0,5,24,3022.0,251.83
5744,"AW00016743","Ariana Stewart","60 & Above","VIP","2013-03-29",145,2,6070.0,5.0,5,26,3035.0,233.46
5745,"AW00016744","Lacey Guo","60 & Above","VIP","2013-03-08",145,2,6070.0,5.0,5,24,3035.0,252.92
5746,"AW00016745","Krista Moreno","60 & Above","VIP","2013-03-21",145,2,6021.0,2.0,2,25,3010.5,240.84
5747,"AW00016746","Brianna Peterson","40-49","New","2013-02-28",146,1,64.0,3.0,3,0,64.0,64.0
5748,"AW00016747","Alexander Davis","40-49","New","2013-06-30",142,1,2480.0,3.0,3,0,2480.0,2480.0
5749,"AW00016748","Patrick Peterson","40-49","New","2013-12-08",136,1,59.0,2.0,2,0,59.0,59.0
5750,"AW00016749","Aaron Coleman","40-49","New","2013-12-05",136,1,62.0,3.0,3,0,62.0,62.0
5751,"AW00016750","Seth Sanders","40-49","New","2013-03-21",145,1,7.0,2.0,2,0,7.0,7.0
5752,"AW00016751","Aaron Scott","40-49","New","2013-07-20",141,1,2492.0,4.0,4,0,2492.0,2492.0
5753,"AW00016752","Mason Wright","40-49","New","2013-08-17",140,1,2512.0,4.0,4,0,2512.0,2512.0
5754,"AW00016753","Rachel Harris","40-49","New","2013-10-19",138,1,2320.0,1.0,1,0,2320.0,2320.0
5755,"AW00016754","Alex Bell","40-49","New","2013-08-02",141,2,3118.0,7.0,7,4,1559.0,779.5
5756,"AW00016755","Olivia James","40-49","New","2013-10-19",138,1,2317.0,2.0,2,0,2317.0,2317.0
5757,"AW00016756","Richard Allen","50-59","New","2013-10-16",138,1,2396.0,3.0,3,0,2396.0,2396.0
5758,"AW00016757","Mackenzie Cox","50-59","New","2013-12-31",136,1,5.0,1.0,1,0,5.0,5.0
5759,"AW00016758","Justin Perry","40-49","New","2013-08-22",140,2,3062.0,2.0,2,2,1531.0,1531.0
5760,"AW00016759","Jasmine Bell","50-59","New","2013-10-23",138,1,7.0,2.0,2,0,7.0,7.0
5761,"AW00016760","Sydney Alexander","50-59","New","2013-03-10",145,1,68.0,3.0,3,0,68.0,68.0
5762,"AW00016761","Angel Ward","40-49","New","2013-09-21",139,1,2476.0,2.0,2,0,2476.0,2476.0
5763,"AW00016762","Franklin Ferrier","40-49","New","2013-09-22",139,1,2480.0,3.0,3,0,2480.0,2480.0
5764,"AW00016763","Juan Suarez","40-49","New","2013-04-11",144,1,1701.0,1.0,1,0,1701.0,1701.0
5765,"AW00016764","Thomas Davis","40-49","New","2013-05-21",143,1,1760.0,3.0,3,0,1760.0,1760.0
5766,"AW00016765","Dalton White","40-49","New","2013-07-28",141,1,5.0,1.0,1,0,5.0,5.0
5767,"AW00016766","Summer Arun","40-49","New","2013-11-04",137,1,5.0,1.0,1,0,5.0,5.0
5768,"AW00016767","Rafael Liu","40-49","New","2013-03-14",145,1,60.0,2.0,2,0,60.0,60.0
5769,"AW00016768","Eduardo Barnes","40-49","New","2014-01-20",135,1,5.0,1.0,1,0,5.0,5.0
5770,"AW00016769","Tyler Walker","40-49","New","2013-10-17",138,1,5.0,1.0,1,0,5.0,5.0
